Student Country,Question Level,Topic,Subtopic,Keywords,Student ID,Question ID,Type of Answer
3,1,3,4,351,407,97,0
3,1,3,4,351,37,97,1
1,1,3,4,351,177,97,1
1,1,3,4,351,176,97,0
3,1,3,4,351,344,98,1
3,1,3,4,351,165,98,1
1,1,3,4,351,175,98,0
3,1,3,4,351,483,98,1
3,1,3,4,351,174,98,1
1,1,3,4,351,177,98,0
1,1,3,4,351,176,98,0
3,1,3,4,353,351,100,1
2,1,3,4,353,1049,100,0
3,1,3,4,353,344,100,0
4,1,3,4,353,985,100,1
3,1,3,4,353,483,100,0
3,1,3,4,353,352,100,0
3,1,3,4,353,71,100,1
3,1,3,4,353,407,100,0
3,0,3,4,350,351,101,0
3,1,4,0,300,41,102,0
3,1,4,0,300,351,102,1
3,1,4,0,300,351,102,0
3,1,4,0,300,351,102,1
2,1,4,0,300,203,102,0
3,1,4,0,300,344,102,0
3,1,4,0,300,510,102,1
3,1,4,0,300,510,102,0
3,1,4,0,300,510,102,0
3,1,4,0,300,524,102,1
3,1,4,0,300,197,102,0
3,1,4,0,300,1274,102,0
3,1,4,0,300,525,102,1
3,1,4,0,300,525,102,0
3,1,4,0,300,525,102,0
3,1,4,0,300,1379,102,1
3,1,4,0,300,151,102,0
3,1,4,0,300,151,102,1
3,1,4,0,300,151,102,1
1,1,4,0,300,176,102,1
2,1,4,0,300,204,102,0
5,1,4,0,300,625,102,0
5,1,4,0,300,625,102,0
5,1,4,0,300,625,102,0
5,1,4,0,300,625,102,0
3,1,4,0,300,41,104,0
3,1,4,0,300,351,104,1
2,1,4,0,300,201,104,1
2,1,4,0,300,199,104,0
1,1,4,0,300,175,104,1
3,1,4,0,300,1518,104,0
3,1,4,0,300,524,104,0
3,1,4,0,300,524,104,0
3,1,4,0,300,524,104,0
3,1,4,0,300,1274,104,0
3,1,4,0,300,406,104,1
3,1,4,0,300,1379,104,0
3,1,4,0,300,71,104,0
3,1,4,0,300,160,104,0
3,1,4,0,300,405,104,0
3,1,4,0,300,151,104,1
3,1,4,0,300,151,104,1
3,1,4,0,300,151,104,1
3,1,4,0,300,151,104,1
1,1,4,0,300,176,104,1
2,1,4,0,300,204,104,0
3,1,4,0,300,41,108,0
3,1,4,0,300,351,108,1
3,1,4,0,300,351,108,0
2,1,4,0,300,202,108,0
2,1,4,0,300,199,108,0
2,1,4,0,300,200,108,0
3,1,4,0,300,524,108,0
3,1,4,0,300,483,108,1
3,1,4,0,300,1274,108,0
3,1,4,0,300,406,108,0
3,1,4,0,300,509,108,0
3,1,4,0,300,511,108,0
3,1,4,0,300,525,108,0
3,1,4,0,300,1379,108,1
3,1,4,0,300,64,108,0
2,1,4,0,300,219,108,0
3,1,4,0,300,151,108,0
3,1,4,0,300,151,108,1
3,1,4,0,300,151,108,0
3,1,4,0,300,151,108,0
1,1,4,0,300,176,108,1
2,1,4,0,300,204,108,1
2,1,4,0,300,204,108,1
5,1,4,0,300,625,108,0
3,1,4,0,300,41,112,0
3,1,4,0,300,351,112,1
2,1,4,0,300,203,112,1
2,1,4,0,300,200,112,0
3,1,4,0,300,524,112,0
3,1,4,0,300,483,112,1
3,1,4,0,300,1274,112,1
3,1,4,0,300,511,112,1
3,1,4,0,300,525,112,0
3,1,4,0,300,525,112,0
3,1,4,0,300,359,112,0
3,1,4,0,300,151,112,0
3,1,4,0,300,151,112,1
3,1,4,0,300,151,112,0
3,1,4,0,300,151,112,0
1,1,4,0,300,176,112,0
1,1,4,0,300,177,112,0
5,1,4,0,300,625,112,1
3,1,4,0,300,624,112,0
3,1,4,0,300,41,113,0
2,1,4,0,300,218,113,0
2,1,4,0,300,200,113,0
4,1,4,0,300,985,113,1
3,1,4,0,300,510,113,0
3,1,4,0,300,510,113,0
3,1,4,0,300,524,113,1
3,1,4,0,300,197,113,0
3,1,4,0,300,483,113,0
3,1,4,0,300,1274,113,0
3,1,4,0,300,525,113,0
3,1,4,0,300,151,113,1
3,1,4,0,300,151,113,1
3,1,4,0,300,151,113,1
3,1,4,0,300,151,113,1
3,1,4,0,300,151,113,1
1,1,4,0,300,176,113,1
5,1,4,0,300,625,113,0
5,1,4,0,300,625,113,0
3,1,4,0,300,41,114,0
3,1,4,0,300,351,114,0
2,1,4,0,300,218,114,0
2,1,4,0,300,201,114,1
2,1,4,0,300,199,114,0
2,1,4,0,300,81,114,1
2,1,4,0,300,156,114,0
1,1,4,0,300,175,114,0
4,1,4,0,300,985,114,0
3,1,4,0,300,483,114,0
3,1,4,0,300,1274,114,0
3,1,4,0,300,406,114,0
3,1,4,0,300,509,114,0
3,1,4,0,300,525,114,0
3,1,4,0,300,71,114,1
3,1,4,0,300,151,114,0
3,1,4,0,300,151,114,1
3,1,4,0,300,151,114,1
3,1,4,0,300,151,114,1
3,1,4,0,300,142,114,0
2,1,4,0,300,204,114,1
5,1,4,0,300,625,114,0
3,1,4,0,300,624,114,0
2,0,4,0,300,131,117,0
2,0,4,0,300,91,117,1
5,0,4,0,300,625,117,0
5,0,4,0,300,625,117,0
3,1,4,0,300,41,118,0
3,1,4,0,300,351,118,0
3,1,4,0,300,351,118,0
2,1,4,0,300,218,118,1
2,1,4,0,300,203,118,1
2,1,4,0,300,200,118,0
2,1,4,0,300,81,118,0
3,1,4,0,300,524,118,1
3,1,4,0,300,524,118,1
3,1,4,0,300,197,118,0
3,1,4,0,300,1274,118,1
3,1,4,0,300,511,118,1
3,1,4,0,300,1379,118,1
3,1,4,0,300,71,118,0
3,1,4,0,300,64,118,0
3,1,4,0,300,160,118,0
3,1,4,0,300,405,118,0
3,1,4,0,300,151,118,0
3,1,4,0,300,151,118,0
3,1,4,0,300,151,118,1
3,1,4,0,300,151,118,0
1,1,4,0,300,176,118,1
1,1,4,0,300,176,118,0
1,1,4,0,300,198,118,1
3,1,4,0,300,52,118,0
5,1,4,0,300,625,118,0
3,1,4,0,300,351,120,0
2,1,4,0,300,218,120,1
2,1,4,0,300,201,120,0
2,1,4,0,300,199,120,1
3,1,4,0,300,344,120,0
3,1,4,0,300,510,120,0
3,1,4,0,300,197,120,1
3,1,4,0,300,1274,120,0
3,1,4,0,300,509,120,1
3,1,4,0,300,525,120,1
3,1,4,0,300,525,120,0
3,1,4,0,300,525,120,0
3,1,4,0,300,64,120,1
3,1,4,0,300,405,120,0
3,1,4,0,300,151,120,1
3,1,4,0,300,151,120,1
3,1,4,0,300,151,120,1
3,1,4,0,300,151,120,1
3,1,4,0,300,151,120,1
3,1,4,0,300,151,120,1
5,1,4,0,300,625,120,1
5,1,4,0,300,625,120,1
5,1,4,0,300,625,120,0
2,0,4,0,300,131,121,0
2,0,4,0,300,91,121,1
5,0,4,0,300,625,121,0
2,1,7,16,145,128,122,0
3,1,7,16,145,455,122,0
3,1,7,16,145,524,122,1
3,1,7,16,145,509,122,1
3,1,7,16,145,511,122,1
1,1,7,16,145,598,122,1
0,1,7,16,145,311,122,1
0,1,7,16,145,576,123,0
3,1,7,16,145,455,123,1
3,1,7,16,145,1518,123,1
3,1,7,16,145,509,123,1
3,1,7,16,145,986,123,1
3,1,7,16,145,406,123,0
3,1,7,16,145,71,123,1
3,1,7,16,145,411,123,0
3,1,7,16,145,411,123,0
3,1,7,16,145,52,123,0
3,0,7,16,331,422,124,1
2,1,7,16,61,90,125,0
2,1,7,16,61,128,125,0
3,1,7,16,61,509,125,1
3,1,7,16,61,166,125,1
3,1,7,16,61,411,125,0
3,1,7,16,61,420,125,1
2,1,7,16,61,80,125,1
1,1,7,16,61,600,125,0
0,1,7,16,61,311,125,1
0,1,7,16,61,311,125,0
0,1,7,16,61,311,125,0
2,0,7,16,59,90,126,0
3,0,7,16,59,1351,126,1
3,0,7,16,59,422,126,1
1,0,7,16,59,633,126,0
3,1,7,16,190,455,127,1
3,1,7,16,190,524,127,1
3,1,7,16,190,415,127,0
3,1,7,16,190,509,127,0
3,1,7,16,190,406,127,1
3,1,7,16,190,71,127,0
3,1,7,16,190,411,127,0
3,1,7,16,190,411,127,0
3,1,7,16,190,420,127,1
0,1,7,16,190,311,127,1
0,1,7,16,190,311,127,1
2,0,7,16,188,90,128,0
3,0,7,16,188,415,128,0
3,0,7,16,188,422,128,1
1,0,7,16,188,633,128,1
2,1,7,16,189,208,129,1
3,1,7,16,189,510,129,0
1,1,7,16,189,600,129,1
3,1,7,16,189,52,129,0
2,1,7,16,58,90,130,0
3,1,7,16,58,1247,130,0
3,1,7,16,58,511,130,0
3,1,7,16,58,511,130,1
3,1,7,16,58,71,130,1
3,1,7,16,58,422,130,1
3,1,7,16,58,422,130,1
3,1,7,16,58,52,130,0
1,1,7,16,58,598,130,0
0,1,7,16,58,311,130,0
0,1,7,16,58,311,130,1
3,1,7,16,58,415,131,0
3,1,7,16,58,511,131,1
3,1,7,16,58,975,131,1
3,1,7,16,58,422,131,0
2,1,7,16,58,80,131,0
1,1,7,16,58,600,131,1
1,1,7,16,58,598,131,1
0,1,7,16,58,311,131,1
0,1,7,16,58,311,131,0
0,1,7,16,58,311,131,0
0,1,7,16,58,311,131,0
2,0,7,16,57,90,132,0
3,0,7,16,57,415,132,1
3,0,7,16,57,422,132,0
1,0,7,16,57,633,132,0
2,0,7,16,57,90,133,0
3,0,7,16,57,415,133,1
3,0,7,16,57,422,133,1
1,0,7,16,57,633,133,1
2,1,7,16,57,250,134,0
3,1,7,16,57,1518,134,1
3,1,7,16,57,511,134,1
3,1,7,16,57,166,134,1
3,1,7,16,57,71,134,0
3,1,7,16,57,422,134,1
2,1,7,16,57,80,134,1
1,1,7,16,57,598,134,1
0,1,7,16,57,311,134,1
0,1,7,16,57,311,134,1
0,1,7,16,57,311,134,0
2,1,7,16,330,90,135,0
3,1,7,16,330,455,135,1
3,1,7,16,330,1518,135,0
3,1,7,16,330,973,135,1
3,1,7,16,330,422,135,0
0,1,7,16,330,311,135,1
2,1,7,16,201,91,136,1
3,1,7,16,201,455,136,0
3,1,7,16,201,1518,136,0
3,1,7,16,201,979,136,0
3,1,7,16,201,524,136,1
3,1,7,16,201,415,136,0
3,1,7,16,201,509,136,1
3,1,7,16,201,511,136,1
3,1,7,16,201,509,136,0
3,1,7,16,201,71,136,0
3,1,7,16,201,411,136,0
2,1,7,16,201,80,136,0
1,1,7,16,201,598,136,1
2,1,7,16,187,208,137,0
2,1,7,16,187,128,137,0
3,1,7,16,187,510,137,0
3,1,7,16,187,509,137,1
3,1,7,16,187,422,137,0
3,1,7,16,187,411,137,0
2,1,7,16,187,80,137,1
3,1,7,16,187,52,137,1
2,1,7,16,196,128,138,0
3,1,7,16,196,455,138,0
3,1,7,16,196,1518,138,1
3,1,7,16,196,510,138,0
3,1,7,16,196,166,138,1
3,1,7,16,196,406,138,0
3,1,7,16,196,411,138,0
1,1,7,16,196,600,138,1
0,1,7,16,196,311,138,0
0,1,7,16,196,311,138,0
0,1,7,16,196,311,138,0
2,0,7,16,199,90,139,0
3,0,7,16,199,415,139,0
1,0,7,16,199,633,139,0
3,0,7,16,197,415,140,1
1,0,7,16,197,633,140,1
2,1,7,16,198,128,141,1
3,1,7,16,198,1518,141,1
3,1,7,16,198,510,141,0
3,1,7,16,198,509,141,1
3,1,7,16,198,509,141,1
3,1,7,16,198,166,141,1
3,1,7,16,198,986,141,1
3,1,7,16,198,422,141,1
3,1,7,16,198,411,141,0
3,1,7,16,198,411,141,0
3,1,7,16,198,52,141,1
0,1,7,16,198,311,141,1
3,1,3,4,347,351,142,0
1,1,3,4,347,175,142,1
1,1,3,4,347,626,142,0
3,1,3,4,347,483,142,1
3,1,3,4,347,483,142,0
3,1,3,4,347,349,142,0
3,1,3,4,347,352,142,0
3,1,3,4,347,71,142,1
3,1,3,4,347,1564,142,0
2,1,3,4,347,80,142,1
2,1,3,4,347,751,142,0
3,1,3,4,347,36,142,1
3,1,3,4,347,37,142,1
3,1,3,4,347,37,142,1
1,1,3,4,347,634,142,0
2,1,3,4,345,239,143,1
1,1,3,4,345,626,143,0
1,1,3,4,345,175,143,0
4,1,3,4,345,985,143,0
3,1,3,4,345,174,143,0
7,1,3,4,345,155,143,0
3,1,3,4,345,36,143,1
3,1,3,4,345,37,143,1
1,1,3,4,345,177,143,0
1,1,3,4,345,176,143,0
1,1,3,4,345,178,143,0
2,1,3,4,344,239,144,1
1,1,3,4,344,175,144,0
3,1,3,4,344,349,144,1
3,1,3,4,344,349,144,1
3,1,3,4,344,352,144,0
3,1,3,4,344,189,144,0
3,1,3,4,344,411,144,0
7,1,3,4,344,155,144,0
1,1,3,4,344,178,144,0
3,1,3,4,263,351,145,1
1,1,3,4,263,175,145,0
3,1,3,4,263,1011,145,0
3,1,3,4,263,1487,145,0
3,1,3,4,263,189,145,0
3,1,3,4,263,36,145,0
3,1,2,5,293,41,146,0
3,1,2,5,293,552,146,0
3,1,2,5,293,552,146,0
3,1,2,5,293,26,146,1
3,1,2,5,293,26,146,1
7,1,2,5,293,155,146,0
3,1,3,4,263,351,147,1
2,1,3,4,263,1026,147,0
3,1,3,4,263,165,147,0
1,1,3,4,263,175,147,0
3,1,3,4,263,349,147,0
3,1,3,4,263,349,147,0
3,1,3,4,263,71,147,1
3,1,3,4,263,71,147,1
7,1,3,4,263,155,147,0
3,1,3,4,263,36,147,0
3,1,3,4,263,37,147,0
1,1,3,4,263,178,147,0
1,1,3,4,263,178,147,0
2,1,3,19,103,1037,148,0
2,1,3,19,103,1026,148,0
2,1,3,19,103,1028,148,0
2,1,3,19,103,1049,148,0
2,1,3,19,103,1049,148,0
3,1,3,19,103,1075,148,0
2,1,3,19,103,1044,148,1
2,1,3,19,103,1044,148,1
2,1,3,19,103,1044,148,1
7,1,3,19,103,155,148,1
2,0,3,19,316,1044,153,1
7,1,3,19,316,155,153,1
3,0,3,19,316,37,153,1
3,1,9,17,153,380,155,1
3,1,9,17,153,1171,155,0
1,1,9,17,153,851,155,1
1,1,9,17,153,851,155,0
1,1,9,17,153,851,155,0
3,1,9,17,153,37,155,0
3,1,9,17,153,37,155,1
3,1,2,5,163,552,156,0
3,1,2,5,163,26,156,1
3,1,2,5,163,37,156,0
3,1,2,5,163,61,156,0
3,1,2,5,163,61,156,1
3,1,2,5,125,1516,157,1
3,1,2,5,125,41,157,1
3,1,2,5,125,380,157,0
3,1,2,5,125,26,157,1
7,1,2,5,125,155,157,1
3,1,2,5,165,41,159,1
3,1,2,5,165,552,159,0
3,1,2,5,165,26,159,1
3,1,2,5,165,61,159,0
3,1,2,5,165,61,159,1
3,1,2,5,163,41,160,1
3,1,2,5,163,411,160,0
2,1,2,5,163,80,160,1
7,1,2,5,163,155,160,1
3,1,2,5,163,61,160,1
3,1,2,5,293,1516,164,0
7,1,2,5,293,155,164,1
3,1,2,5,293,61,164,1
3,1,2,5,164,1516,165,1
3,1,2,5,164,41,165,1
3,1,2,5,164,26,165,1
7,1,2,5,164,155,165,0
7,1,2,5,164,155,165,0
3,1,2,5,164,61,165,1
3,1,2,5,163,41,168,1
3,1,2,5,163,26,168,1
2,1,2,5,163,80,168,0
7,1,2,5,163,155,168,1
3,1,2,5,163,61,168,1
3,1,2,5,163,380,169,0
7,1,2,5,163,155,169,1
7,1,2,5,163,155,169,1
3,1,2,5,163,61,169,1
3,1,2,5,163,41,172,1
7,1,2,5,163,155,172,1
3,1,2,5,163,61,172,0
2,0,3,19,291,1044,176,0
3,0,3,19,291,37,176,1
0,1,13,22,288,913,177,1
0,1,13,22,288,684,177,1
0,1,13,22,288,683,177,0
3,1,13,22,288,719,177,0
3,1,13,22,288,712,177,0
3,1,13,22,288,1505,177,1
3,1,13,22,288,661,177,0
3,1,13,22,288,666,177,0
3,1,13,22,288,700,177,0
3,1,13,22,288,697,177,1
3,1,13,22,288,700,177,0
3,1,13,22,288,731,177,1
3,1,13,22,288,57,177,0
3,1,13,22,288,693,177,1
3,1,13,22,288,667,177,1
3,1,13,22,288,660,177,1
3,1,13,22,288,691,177,0
1,1,13,22,288,638,177,0
1,1,13,22,288,639,177,0
1,1,13,22,288,643,177,0
3,1,13,22,204,664,178,0
3,1,13,22,204,697,178,1
3,1,13,22,204,731,178,0
1,1,13,22,204,645,178,1
1,1,13,22,204,642,178,0
1,1,13,22,204,636,178,0
1,1,13,22,204,643,178,1
0,1,13,22,288,913,179,1
0,1,13,22,288,658,179,1
0,1,13,22,288,683,179,0
0,1,13,22,288,674,179,0
3,1,13,22,288,700,179,1
3,1,13,22,288,731,179,0
3,1,13,22,288,67,179,1
3,1,13,22,288,57,179,0
3,1,13,22,288,690,179,0
3,1,13,22,288,28,179,0
3,1,13,22,288,704,179,1
1,1,13,22,288,639,179,0
1,1,13,22,288,643,179,1
0,1,13,22,202,741,180,1
3,1,13,22,202,699,180,1
3,1,13,22,202,693,180,1
3,1,13,22,202,690,180,1
3,1,13,22,202,660,180,1
3,1,13,22,202,663,180,1
3,1,13,22,202,28,180,0
3,1,13,22,202,692,180,1
1,1,13,22,202,638,180,0
1,1,13,22,202,645,180,0
0,1,13,22,270,741,181,0
0,1,13,22,270,658,181,0
3,1,13,22,270,41,181,0
3,1,13,22,270,712,181,0
0,1,13,22,270,651,181,0
1,1,13,22,270,641,181,1
3,1,13,22,270,1505,181,0
3,1,13,22,270,664,181,1
3,1,13,22,270,661,181,1
3,1,13,22,270,666,181,0
3,1,13,22,270,67,181,0
3,1,13,22,270,720,181,1
3,1,13,22,270,693,181,0
3,1,13,22,270,690,181,0
1,1,13,22,270,643,181,0
0,1,13,22,271,684,182,1
0,1,13,22,271,657,182,0
0,1,13,22,271,683,182,1
3,1,13,22,271,41,182,0
0,1,13,22,271,651,182,0
1,1,13,22,271,641,182,0
3,1,13,22,271,1505,182,1
3,1,13,22,271,697,182,1
3,1,13,22,271,660,182,0
3,1,13,22,271,692,182,1
1,1,13,22,271,639,182,0
1,1,13,22,271,637,182,0
0,1,13,22,271,913,183,1
0,1,13,22,271,674,183,0
3,1,13,22,271,41,183,1
3,1,13,22,271,669,183,0
3,1,13,22,271,1505,183,1
3,1,13,22,271,695,183,1
3,1,13,22,271,700,183,0
3,1,13,22,271,693,183,0
3,1,13,22,271,667,183,1
3,1,13,22,271,663,183,1
2,1,13,22,271,953,183,0
1,1,13,22,271,636,183,0
1,1,13,22,271,639,183,1
0,1,13,22,110,658,184,0
0,1,13,22,110,657,184,1
0,1,13,22,110,674,184,1
3,1,13,22,110,669,184,1
3,1,13,22,110,661,184,0
3,1,13,22,110,57,184,1
3,1,13,22,110,57,184,1
3,1,13,22,110,57,184,1
3,1,13,22,110,667,184,1
3,1,13,22,110,723,184,1
3,1,13,22,110,692,184,0
1,1,13,22,110,645,184,1
2,1,13,22,110,953,184,1
1,1,13,22,110,636,184,0
0,1,13,22,109,657,185,1
3,1,13,22,109,41,185,1
3,1,13,22,109,712,185,0
0,1,13,22,109,651,185,1
3,1,13,22,109,717,185,1
3,1,13,22,109,669,185,1
3,1,13,22,109,725,185,0
3,1,13,22,109,664,185,1
3,1,13,22,109,695,185,0
3,1,13,22,109,700,185,1
3,1,13,22,109,67,185,1
3,1,13,22,109,57,185,1
3,1,13,22,109,57,185,0
3,1,13,22,109,675,185,0
2,1,13,22,109,953,185,1
1,1,13,22,109,643,185,1
0,1,13,22,251,913,186,1
0,1,13,22,251,683,186,1
0,1,13,22,251,674,186,0
3,1,13,22,251,719,186,0
0,1,13,22,251,651,186,0
1,1,13,22,251,641,186,0
3,1,13,22,251,666,186,0
3,1,13,22,251,714,186,0
3,1,13,22,251,720,186,1
3,1,13,22,251,57,186,0
3,1,13,22,251,57,186,0
3,1,13,22,251,690,186,0
3,1,13,22,251,28,186,0
0,1,13,22,209,741,187,0
0,1,13,22,209,913,187,1
0,1,13,22,209,646,187,1
0,1,13,22,209,651,187,0
1,1,13,22,209,641,187,1
3,1,13,22,209,725,187,0
3,1,13,22,209,700,187,1
3,1,13,22,209,731,187,1
3,1,13,22,209,67,187,0
3,1,13,22,209,57,187,0
3,1,13,22,209,663,187,1
3,1,13,22,209,28,187,0
1,1,13,22,209,638,187,0
1,1,13,22,209,637,187,0
0,1,13,22,209,913,188,0
0,1,13,22,209,683,188,0
0,1,13,22,209,674,188,1
3,1,13,22,209,713,188,1
3,1,13,22,209,41,188,1
3,1,13,22,209,726,188,1
3,1,13,22,209,725,188,0
3,1,13,22,209,57,188,1
3,1,13,22,209,57,188,0
3,1,13,22,209,675,188,0
3,1,13,22,209,660,188,1
3,1,13,22,209,679,188,1
3,1,13,22,209,723,188,0
0,1,13,22,209,684,189,0
0,1,13,22,209,658,189,1
3,1,13,22,209,41,189,1
3,1,13,22,209,725,189,0
3,1,13,22,209,1505,189,0
3,1,13,22,209,695,189,1
3,1,13,22,209,731,189,1
3,1,13,22,209,67,189,1
3,1,13,22,209,663,189,1
3,1,13,22,209,28,189,0
1,1,13,22,209,642,189,1
0,1,13,22,108,913,190,1
3,1,13,22,108,41,190,1
3,1,13,22,108,717,190,1
3,1,13,22,108,669,190,0
3,1,13,22,108,725,190,0
3,1,13,22,108,661,190,1
3,1,13,22,108,666,190,1
3,1,13,22,108,700,190,0
3,1,13,22,108,697,190,1
3,1,13,22,108,700,190,0
3,1,13,22,108,57,190,1
3,1,13,22,108,667,190,1
3,1,13,22,108,691,190,1
1,1,13,22,108,636,190,0
0,1,13,22,205,741,191,0
3,1,13,22,205,41,191,1
3,1,13,22,205,712,191,0
3,1,13,22,205,725,191,0
3,1,13,22,205,693,191,0
3,1,13,22,205,690,191,0
3,1,13,22,205,663,191,0
1,1,13,22,205,642,191,1
1,1,13,22,205,639,191,0
1,1,13,22,205,637,191,1
2,1,6,11,356,91,192,0
3,1,6,11,356,455,192,0
3,1,6,11,356,918,192,0
3,1,6,11,356,411,192,0
3,1,6,11,356,37,192,0
3,1,6,11,356,37,192,0
3,1,6,11,356,1481,192,1
0,1,13,22,313,741,193,0
0,1,13,22,313,913,193,1
0,1,13,22,313,913,193,1
0,1,13,22,313,684,193,0
0,1,13,22,313,658,193,1
3,1,13,22,313,41,193,0
3,1,13,22,313,682,193,1
